NOC,Year,LSTM_Gold_Trend,LSTM_Total_Trend,LSTM_Host_Logit,Gold_feat,Total_feat,Is_Host,Is_Prep,Alpha,Is_History,NOC_Code,PC1,PC2,PC3,PC4,PC5,Gold_target,Total_target,Gold_Actual,Total_Actual
Netherlands,1920,1.2293903827667236,4.053682804107666,-6.0552520751953125,4.0,11.0,0.0,1.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,4.0,11.0,4.0,11.0
Netherlands,1924,3.3342936038970947,10.14855670928955,-3.5589938163757324,4.0,10.0,0.0,1.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,4.0,10.0,4.0,10.0
Netherlands,1928,5.231030464172363,16.228097915649414,-2.6379470825195312,6.0,19.0,1.0,1.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,6.0,19.0,6.0,19.0
Netherlands,1932,1.0633256435394287,8.022221565246582,-2.7602319717407227,0.0,0.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,,,0.0,0.0
Netherlands,1936,2.361422538757324,8.09240436553955,-4.080430507659912,6.0,17.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,6.0,17.0,6.0,17.0
Netherlands,1948,6.506319999694824,20.382890701293945,-3.0394415855407715,5.0,16.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,5.0,16.0,5.0,16.0
Netherlands,1952,6.014822006225586,17.806222915649414,-2.7742810249328613,0.0,5.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,0.0,5.0,0.0,5.0
Netherlands,1956,1.3681048154830933,7.417343616485596,-4.716598987579346,0.0,0.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,,,0.0,0.0
Netherlands,1960,1.91533637046814,6.029358863830566,-5.983250141143799,0.0,0.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,,,0.0,0.0
Netherlands,1964,1.0805093050003052,3.995983123779297,-6.941100120544434,2.0,10.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,2.0,10.0,2.0,10.0
Netherlands,1968,1.8404474258422847,5.964182376861572,-5.12225341796875,3.0,7.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,3.0,7.0,3.0,7.0
Netherlands,1972,3.3415603637695312,10.184185028076172,-3.482447385787964,3.0,5.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,3.0,5.0,3.0,5.0
Netherlands,1976,2.688393831253052,9.142621040344238,-4.198729991912842,0.0,5.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,0.0,5.0,0.0,5.0
Netherlands,1980,1.8687756061553955,6.734014987945557,-4.7537150382995605,0.0,3.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,0.0,3.0,0.0,3.0
Netherlands,1984,2.046406507492065,6.474238872528076,-5.228957653045654,5.0,13.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,5.0,13.0,5.0,13.0
Netherlands,1988,3.366966962814331,10.668668746948242,-3.365935802459717,2.0,9.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,2.0,9.0,2.0,9.0
Netherlands,1992,3.573807001113892,12.212553024291992,-3.384401798248291,2.0,15.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,2.0,15.0,2.0,15.0
Netherlands,1996,3.9726195335388175,13.704509735107422,-3.610640048980713,4.0,19.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,4.0,19.0,4.0,19.0
Netherlands,2000,5.18610954284668,16.75969886779785,-3.3032095432281494,12.0,25.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,12.0,25.0,12.0,25.0
Netherlands,2004,7.65853214263916,23.49814224243164,-3.411810398101806,4.0,22.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,4.0,22.0,4.0,22.0
Netherlands,2008,4.305698394775391,16.080896377563477,-3.94342041015625,7.0,16.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,7.0,16.0,7.0,16.0
Netherlands,2012,5.288612365722656,19.43535423278809,-4.766476154327393,6.0,20.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,6.0,20.0,6.0,20.0
Netherlands,2016,5.817142486572266,19.24678611755371,-3.688755035400391,8.0,19.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,8.0,19.0,8.0,19.0
Netherlands,2020,5.872344970703125,20.408689498901367,-4.22220516204834,10.0,36.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,10.0,36.0,10.0,36.0
Netherlands,2024,7.1725053787231445,23.808582305908203,-3.2269294261932373,15.0,34.0,0.0,0.0,0.3888888888888888,True,NED,2.2579195099776186,7.799294599863839,0.975777608692528,-0.7839836633498554,4.549197159274476,15.0,34.0,15.0,34.0
India,1908,0.1618088483810424,0.3731139898300171,-7.85511589050293,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1912,0.0194230079650878,0.4085817337036133,-7.907209396362305,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1920,0.0589319467544555,0.2913435697555542,-7.905168533325195,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1924,0.0589319467544555,0.2913435697555542,-7.905168533325195,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1928,0.0589319467544555,0.2913435697555542,-7.905168533325195,1.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,1.0,1.0,1.0
India,1932,-0.0514858961105346,0.5316122770309448,-7.138845443725586,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1936,0.2625526189804077,0.52649986743927,-7.819055080413818,1.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,1.0,1.0,1.0
India,1948,-0.0332842767238616,0.5764926671981812,-7.167489051818848,1.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,1.0,1.0,1.0
India,1952,0.2788206040859222,1.1448695659637451,-6.871596336364746,1.0,2.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,2.0,1.0,2.0
India,1956,0.4999788105487823,1.8634958267211916,-6.478424072265625,1.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,1.0,1.0,1.0
India,1960,0.2342192828655243,1.0740199089050293,-6.815250396728516,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1964,0.2831630706787109,0.6007272005081177,-7.804391384124756,1.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,1.0,1.0,1.0
India,1968,-0.0332842767238616,0.5764926671981812,-7.167489051818848,0.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,1.0,0.0,1.0
India,1972,0.2771964967250824,1.0553933382034302,-7.058233261108398,0.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,1.0,0.0,1.0
India,1976,0.1435897350311279,0.7812267541885376,-7.303707122802734,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1980,0.1403894424438476,0.4102100133895874,-7.876895904541016,1.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,1.0,1.0,1.0
India,1984,-0.0163186788558959,0.753030002117157,-7.059465408325195,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1988,0.2625526189804077,0.52649986743927,-7.819055080413818,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1992,0.1134942770004272,0.4166594743728637,-7.897496223449707,0.0,0.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,,,0.0,0.0
India,1996,0.0589319467544555,0.2913435697555542,-7.905168533325195,0.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,1.0,0.0,1.0
India,2000,0.0141777694225311,0.5586553812026978,-7.341306209564209,0.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,1.0,0.0,1.0
India,2004,0.106344848871231,0.7260996103286743,-7.252270698547363,0.0,1.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,1.0,0.0,1.0
India,2008,0.1280233561992645,0.8543184995651245,-7.146444320678711,1.0,3.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,3.0,1.0,3.0
India,2012,0.6812459230422974,2.5907554626464844,-6.084362983703613,0.0,6.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,6.0,0.0,6.0
India,2016,0.5984011888504028,2.668864727020264,-5.489514350891113,0.0,2.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,2.0,0.0,2.0
India,2020,1.099632978439331,3.682150363922119,-5.824765205383301,1.0,7.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,1.0,7.0,1.0,7.0
India,2024,1.558970928192139,5.713113307952881,-4.534494400024414,0.0,6.0,0.0,0.0,0.0,True,IND,-0.9263957630730624,-0.0805561288772557,0.2911775753131514,-0.4984263632188058,-0.2818559735805063,0.0,6.0,0.0,6.0
Sweden,1908,0.9884835481643676,3.2147274017333984,-6.3924736976623535,8.0,25.0,0.0,1.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,8.0,25.0,8.0,25.0
Sweden,1912,3.934661388397217,13.89151096343994,-2.9333391189575195,23.0,65.0,1.0,1.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,23.0,65.0,23.0,65.0
Sweden,1920,20.971364974975582,55.63831329345703,-1.7532758712768557,19.0,64.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,19.0,64.0,19.0,64.0
Sweden,1924,11.609108924865724,38.32957077026367,-3.0474910736083984,4.0,29.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,4.0,29.0,4.0,29.0
Sweden,1928,7.957646369934082,29.509153366088867,-3.1297607421875,7.0,25.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,7.0,25.0,7.0,25.0
Sweden,1932,7.507660865783691,24.949613571166992,-2.480158567428589,0.0,0.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,,,0.0,0.0
Sweden,1936,6.052971839904785,17.75514793395996,-4.010977745056152,6.0,21.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,6.0,21.0,6.0,21.0
Sweden,1948,6.331752777099609,20.08566665649414,-2.5829784870147705,16.0,44.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,16.0,44.0,16.0,44.0
Sweden,1952,15.654677391052246,44.00875854492188,-1.130597472190857,12.0,35.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,12.0,35.0,12.0,35.0
Sweden,1956,7.908120155334473,27.743860244750977,-2.588776111602783,8.0,19.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,8.0,19.0,8.0,19.0
Sweden,1960,4.136651515960693,17.307432174682617,-3.6138100624084473,0.0,0.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,,,0.0,0.0
Sweden,1964,5.339709281921387,16.212587356567383,-3.8463308811187744,2.0,8.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,2.0,8.0,2.0,8.0
Sweden,1968,2.8617660999298096,11.911188125610352,-3.4001235961914062,2.0,4.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,2.0,4.0,2.0,4.0
Sweden,1972,2.1004655361175537,7.520140171051025,-3.38111424446106,4.0,16.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,4.0,16.0,4.0,16.0
Sweden,1976,3.3691444396972656,11.479516983032228,-2.287907600402832,4.0,5.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,4.0,5.0,4.0,5.0
Sweden,1980,3.676288366317749,12.756346702575684,-2.55598258972168,3.0,12.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,3.0,12.0,3.0,12.0
Sweden,1984,3.186429738998413,11.790255546569824,-2.597154140472412,2.0,19.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,2.0,19.0,2.0,19.0
Sweden,1988,3.17138671875,11.17664909362793,-2.277069568634033,0.0,11.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,0.0,11.0,0.0,11.0
Sweden,1992,4.253111839294434,15.283727645874023,-3.079728603363037,1.0,12.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,1.0,12.0,1.0,12.0
Sweden,1996,3.536486864089966,12.677042007446287,-2.9264228343963623,2.0,8.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,2.0,8.0,2.0,8.0
Sweden,2000,3.889060497283936,13.584857940673828,-2.627535343170166,4.0,12.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,4.0,12.0,4.0,12.0
Sweden,2004,3.6744439601898193,12.75782585144043,-2.3355090618133545,4.0,7.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,4.0,7.0,4.0,7.0
Sweden,2008,3.3884975910186768,11.66329288482666,-2.6981310844421387,0.0,5.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,0.0,5.0,0.0,5.0
Sweden,2012,0.6912935972213745,5.057058811187744,-4.066338062286377,1.0,8.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,1.0,8.0,1.0,8.0
Sweden,2016,2.344259023666382,8.532362937927246,-3.133969783782959,2.0,11.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,2.0,11.0,2.0,11.0
Sweden,2020,3.686381101608277,12.53264617919922,-2.218921899795532,3.0,9.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,3.0,9.0,3.0,9.0
Sweden,2024,3.6417815685272217,12.447864532470703,-2.4379477500915527,4.0,11.0,0.0,0.0,3.2411347517730493,True,SWE,-0.3854175154954045,1.244407959363896,-0.3851078118869784,-0.6608502740942864,-0.6134517515346963,4.0,11.0,4.0,11.0
Finland,1908,1.1096702814102173,3.15583610534668,-7.478838920593262,1.0,5.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,1.0,5.0,1.0,5.0
Finland,1912,1.737774133682251,5.494430065155029,-5.542773723602295,9.0,26.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,9.0,26.0,9.0,26.0
Finland,1920,5.737591743469238,17.27918815612793,-2.8673810958862305,15.0,34.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,15.0,34.0,15.0,34.0
Finland,1924,13.310133934020996,40.64987564086914,-3.243083477020264,14.0,37.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,14.0,37.0,14.0,37.0
Finland,1928,10.153576850891112,32.176395416259766,-3.371692180633545,8.0,25.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,8.0,25.0,8.0,25.0
Finland,1932,4.740159034729004,18.87256622314453,-4.368980407714844,0.0,0.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,,,0.0,0.0
Finland,1936,8.290533065795898,23.750656127929688,-4.593896865844727,8.0,20.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,8.0,20.0,8.0,20.0
Finland,1948,8.08537483215332,23.335153579711918,-3.2913825511932373,8.0,20.0,0.0,1.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,8.0,20.0,8.0,20.0
Finland,1952,9.035433769226074,26.09834098815918,-2.619019031524658,6.0,22.0,1.0,1.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,6.0,22.0,6.0,22.0
Finland,1956,5.787721633911133,20.524316787719727,-3.589731216430664,3.0,15.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,3.0,15.0,3.0,15.0
Finland,1960,1.161705732345581,9.417158126831056,-3.606260299682617,0.0,0.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,,,0.0,0.0
Finland,1964,3.000790596008301,9.5845947265625,-4.461493492126465,3.0,5.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,3.0,5.0,3.0,5.0
Finland,1968,1.8226168155670168,7.766045093536377,-4.620571136474609,1.0,4.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,1.0,4.0,1.0,4.0
Finland,1972,2.0370798110961914,6.530152797698975,-4.632140636444092,3.0,8.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,3.0,8.0,3.0,8.0
Finland,1976,3.2793970108032227,9.787590980529783,-3.806162357330322,4.0,6.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,4.0,6.0,4.0,6.0
Finland,1980,3.673870325088501,11.441137313842772,-3.4647274017333984,3.0,8.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,3.0,8.0,3.0,8.0
Finland,1984,3.186224937438965,10.158966064453123,-3.792030334472656,4.0,12.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,4.0,12.0,4.0,12.0
Finland,1988,4.236239433288574,12.609750747680664,-3.1282706260681152,1.0,4.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,1.0,4.0,1.0,4.0
Finland,1992,2.999359607696533,10.000968933105469,-4.168327331542969,1.0,5.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,1.0,5.0,1.0,5.0
Finland,1996,1.5982820987701416,6.753626823425293,-4.68019437789917,1.0,4.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,1.0,4.0,1.0,4.0
Finland,2000,2.3783388137817383,7.6582112312316895,-4.582881927490234,2.0,4.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,2.0,4.0,2.0,4.0
Finland,2004,2.7409563064575195,8.603411674499512,-4.364922523498535,0.0,2.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,0.0,2.0,0.0,2.0
Finland,2008,1.5408682823181152,5.295100688934326,-5.554706573486328,1.0,4.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,1.0,4.0,1.0,4.0
Finland,2012,2.4057812690734863,7.197990417480469,-5.040882110595703,0.0,3.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,0.0,3.0,0.0,3.0
Finland,2016,1.7109079360961914,5.717293739318848,-5.214171886444092,0.0,1.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,0.0,1.0,0.0,1.0
Finland,2020,1.7234694957733154,5.032994270324707,-6.305543899536133,0.0,2.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,0.0,2.0,0.0,2.0
Finland,2024,1.2702062129974363,4.426681995391846,-6.083074569702148,0.0,0.0,0.0,0.0,0.5,True,FIN,-1.4972308220306902,-0.2429880293173531,-0.0847439370333325,-0.146790254424153,-0.4686390447540749,,,0.0,0.0
South Africa,1908,0.0589319467544555,0.2913435697555542,-7.905168533325195,1.0,2.0,0.0,0.0,0.0,True,RSA,-0.9084638113856156,-0.4358786076611821,-0.9523883126442992,-0.6927756096784393,-0.6029610666013174,1.0,2.0,1.0,2.0
South Africa,1912,0.2740682065486908,1.4889535903930664,-6.602976799011231,4.0,6.0,0.0,0.0,0.0,True,RSA,-0.9084638113856156,-0.4358786076611821,-0.9523883126442992,-0.6927756096784393,-0.6029610666013174,4.0,6.0,4.0,6.0
South Africa,1920,2.0609517097473145,6.224021911621094,-4.765940189361572,3.0,10.0,0.0,0.0,0.0,True,RSA,-0.9084638113856156,-0.4358786076611821,-0.9523883126442992,-0.6927756096784393,-0.6029610666013174,3.0,10.0,3.0,10.0
South Africa,1924,2.5307693481445312,7.853379249572754,-3.6429738998413086,1.0,3.0,0.0,0.0,0.0,True,RSA,-0.9084638113856156,-0.4358786076611821,-0.9523883126442992,-0.6927756096784393,-0.6029610666013174,1.0,3.0,1.0,3.0
South Africa,1928,1.8120129108428955,6.368260860443115,-4.824680805206299,1.0,3.0,0.0,0.0,0.0,True,RSA,-0.9084638113856156,-0.4358786076611821,-0.9523883126442992,-0.6927756096784393,-0.6029610666013174,1.0,3.0,1.0,3.0
South Africa,1932,0.6365312933921814,3.690893173217773,-5.413045883178711,0.0,0.0,0.0,0.0,0.0,True,RSA,-0.9084638113856156,-0.4358786076611821,-0.9523883126442992,-0.6927756096784393,-0.6029610666013174,,,0.0,0.0
